Cell,Parent,LineageName,Birth,Death,Type,Description,,
ABalaaaalpa,ABalaaaalp,ABalaaaalpa,317,400,,,,
e3VR,ABarapaaaa,ABarapaaaaa,318,,epithelium,Pharyngeal epithileal cell.,,
ABalpapppap,ABalpapppa,ABalpapppap,318,370,,,,
I1R,ABarapappa,ABarapappaa,318,,neuron,"Anterior sensory pharyngeal interneuron, input from RIP.",,
I1L,ABalpapppa,ABalpapppaa,318,,neuron,"Anterior sensory pharyngeal interneuron, input from RIP.",,
ABarapappap,ABarapappa,ABarapappap,318,350,,,,
m2VR,ABarapaaaa,ABarapaaaap,318,,muscle,Pharyngeal muscle cell.,,
m1VL,ABalpaaaap,ABalpaaaapa,320,,muscle,Pharyngeal muscle cell.,,
m1VR,ABarapaaap,ABarapaaapa,320,,muscle,Pharyngeal muscle cell.,,
CEMDL,ABplaaaaaa,ABplaaaaaap,320,475,neuron,"Male-specific cephalic neurons (die in hermaphrodite embryo), open to outside, possibly mediate male chemotaxis towards hermaphrodite.",,
DD3,ABplppappp,ABplppapppa,320,,neuron,"Ventral cord motoneuron, probably reciprocal inhibitor, changes its pattern of motor synapses during postembryonic development, contains GABA.",,
OLQsoDL,ABarpaaaaa,ABarpaaaaal,320,,socket,Quadrant outer labial socket cell.,,
M5,MSpaaapa,MSpaaapap,320,,neuron,Pharyngeal motoneuron.,,
ABarapaaapp,ABarapaaap,ABarapaaapp,320,360,,,,
DD5,ABplppappp,ABplppapppp,320,,neuron,"Ventral cord motoneuron, probably reciprocal inhibitor, changes its pattern of motor synapses during postembryonic development, contains GABA.",,
OLQsoDR,ABarpaaaaa,ABarpaaaaar,320,,socket,Quadrant outer labial socket cell.,,
ABalpppaapv,ABalpppaap,ABalpppaapv,320,342,,,,
I6,MSpaaapa,MSpaaapaa,320,,neuron,Posterior sensory pharyngeal interneuron.,,
OLLshL,ABalpppaap,ABalpppaapd,320,,sheath,Lateral outer labial sheath cell.,,
m2VL,ABalpaaaaa,ABalpaaaaap,320,,muscle,Pharyngeal muscle cell.,,
CEPshDL,ABarpaaaap,ABarpaaaapp,320,,sheath,"Cephalic sheath cell, sheet-like process envelops neuropil of ring and part of ventral ganglion.",,
OLQshDL,ABarpaaaap,ABarpaaaapa,320,,sheath,Quadrant outer labial sheath cell.,,
e3VL,ABalpaaaaa,ABalpaaaaaa,320,,epithelium,Pharyngeal epithelial cell.,,
M3R,ABaraapppp,ABaraappppp,320,,neuron,Pharyngeal sensory/motoneuron.,,
URADR,ABarpapaaa,ABarpapaaaa,320,,neuron,"Ring motoneuron, non-ciliated ending in head, assocated with OLQ in embryo.",,
M2R,ABaraapppp,ABaraappppa,320,,neuron,Pharyngeal motoneuron.,,
DD4,ABprppappp,ABprppapppa,320,,neuron,"Ventral cord motoneuron, probably reciprocal inhibitor, changes its pattern of motor synapses during postembryonic development, contains GABA.",,
CEMDR,ABarpapaaa,ABarpapaaap,320,470,neuron,"Male-specific cephalic neurons (die in hermaphrodite embryo), open to outside, possibly mediate male chemotaxis towards hermaphrodite.",,
ABalpaaaapp,ABalpaaaap,ABalpaaaapp,320,345,,,,
URADL,ABplaaaaaa,ABplaaaaaaa,320,,neuron,"Ring motoneuron, non-ciliated ending in head, assocated with OLQ in embryo.",,
DD6,ABprppappp,ABprppapppp,320,,neuron,"Ventral cord motoneuron, probably reciprocal inhibitor, changes its pattern of motor synapses during postembryonic development, contains GABA.",,
mu bod,Cppppa,Cppppap,322,,muscle,Embryonic body wall muscle.,,
mu bod,Cppppa,Cppppaa,322,,muscle,Embryonic body wall muscle.,,
mu bod,Cpppap,Cpppapp,322,,muscle,Embryonic body wall muscle.,,
mu bod,Capaaa,Capaaap,322,,muscle,Embryonic body wall muscle.,,
mu bod,Capppa,Capppap,322,,muscle,Embryonic body wall muscle.,,
mu bod,Capaaa,Capaaaa,322,,muscle,Embryonic body wall muscle.,,
mu bod,Capppa,Capppaa,322,,muscle,Embryonic body wall muscle.,,
mu bod,Cppaaa,Cppaaap,322,,muscle,Embryonic body wall muscle.,,
mu bod,Cppaaa,Cppaaaa,322,,muscle,Embryonic body wall muscle.,,
mu bod,Cappap,Cappapa,322,,muscle,Embryonic body wall muscle.,,
mu bod,Cpppap,Cpppapa,322,,muscle,Embryonic body wall muscle.,,
mu bod,Cappap,Cappapp,322,,muscle,Embryonic body wall muscle.,,
M1,MSpaapaa,MSpaapaaa,325,,neuron,Pharyngeal motoneuron.,,
AINR,ABalaapaaa,ABalaapaaar,325,,neuron,Ring interneuron.,,
M2L,ABaraapapp,ABaraapappa,325,,neuron,Pharyngeal motoneuron.,,
AINL,ABalaaaala,ABalaaaalal,325,,neuron,Ring interneuron.,,
M3L,ABaraapapp,ABaraapappp,325,,neuron,Pharyngeal sensory/motoneuron.,,
ABpraaaaapv,ABpraaaaap,ABpraaaaapv,325,350,,,,
mu bod,Cppapa,Cppapaa,325,,muscle,Embryonic body wall muscle.,,
MSpaapaap,MSpaapaa,MSpaapaap,325,370,,,,
e1D,ABaraaaapa,ABaraaaapap,325,,epithelium,Pharyngeal epithelial cell.,,
ABalappapap,ABalappapa,ABalappapap,325,397,,,,
AVHR,ABalappapa,ABalappapaa,325,,neuron,"Neuron, mainly presynaptic in ring and postsynaptic in ventral cord.",,
mu bod,Capapa,Capapap,325,,muscle,Embryonic body wall muscle.,,
mu bod,Cppapa,Cppapap,325,,muscle,Embryonic body wall muscle.,,
ABaraaaapaa,ABaraaaapa,ABaraaaapaa,325,370,,,,
mu bod,Capapa,Capapaa,325,,muscle,Embryonic body wall muscle.,,
m1L,ABaraaaaaa,ABaraaaaaap,325,,muscle,Pharyngeal muscle cell.,,
e1VL,ABaraaaaaa,ABaraaaaaaa,325,,epithelium,Pharyngeal epithelial cell.,,
ABalaapaaal,ABalaapaaa,ABalaapaaal,325,375,,,,
OLLshR,ABpraaaaap,ABpraaaaapd,325,,sheath,Lateral outer labial sheath cell.,,
ABalaaaalar,ABalaaaala,ABalaaaalar,325,370,,,,
mu bod,Cppapp,Cppappa,330,,muscle,Embryonic body wall muscle.,,
mu bod,Capppp,Cappppd,330,,muscle,Embryonic body wall muscle.,,
DVC,Caapa,Caapaa,330,,neuron,"Ring interneuron, cell body in dorso-rectal ganglion.",,
Caapap,Caapa,Caapap,330,365,,,,
mu bod,Capaap,Capaapa,330,,muscle,Embryonic body wall muscle.,,
mu bod,Cppapp,Cppappp,330,,muscle,Embryonic body wall muscle.,,
mu bod,Cppppp,Cpppppv,330,,muscle,Embryonic body wall muscle.,,
M4,MSpaaaaa,MSpaaaaaa,330,,neuron,Pharyngeal motoneuron.,,
mu bod,Capaap,Capaapp,330,,muscle,Embryonic body wall muscle.,,
mu bod,Cppaap,Cppaapp,330,,muscle,Embryonic body wall muscle.,,
mu bod,Cppaap,Cppaapa,330,,muscle,Embryonic body wall muscle.,,
mu bod,Cppppp,Cpppppd,330,,muscle,Embryonic body wall muscle.,,
MSpaaaaap,MSpaaaaa,MSpaaaaap,330,375,,,,
mu bod,Capppp,Cappppv,330,,muscle,Embryonic body wall muscle.,,
PVCL,ABplpppaapa,ABplpppaapaa,330,,neuron,"Ventral cord interneuron, cell body in lumbar ganglion, synapses onto VB and DB motoneurons; formerly called delta.",,
LUAL,ABplpppaapa,ABplpppaapap,330,,neuron,"Interneuron, short process in posterior end of ventral cord.",,
mu bod,Capapp,Capappa,330,,muscle,Embryonic body wall muscle.,,
m1R,ABaraaaaap,ABaraaaaapp,330,,muscle,Pharyngeal muscle cell.,,
e1VR,ABaraaaaap,ABaraaaaapa,330,,epithelium,Pharyngeal epithelial cell.,,
mu bod,Capapp,Capappp,330,,muscle,Embryonic body wall muscle.,,
AVHL,ABalapaaaa,ABalapaaaaa,335,,neuron,"Neuron, mainly presynaptic in ring and postsynaptic in ventral cord.",,
ABalapaaaap,ABalapaaaa,ABalapaaaap,335,397,,,,
ABalpaaappa,ABalpaaapp,ABalpaaappa,337,370,,,,
MCL,ABalpaaapp,ABalpaaappp,337,,neuron,Pharyngeal neuron that synapses onto the marginal cells.,,
mu bod,MSaapppa,MSaapppap,340,,muscle,Embryonic body wall muscle.,,
ABarapaapap,ABarapaapa,ABarapaapap,340,370,,,,
mu bod,Dappa,Dappap,340,,muscle,Embryonic body wall muscle.,,
mu bod,Dpppa,Dpppap,340,,muscle,Embryonic body wall muscle.,,
ABalappaapp,ABalappaap,ABalappaapp,340,370,,,,
RID,ABalappaap,ABalappaapa,340,,neuron,"Motoneuron, projects around ring and along dorsal cord, innervates dorsal body muscles.",,
mu bod,Dpppa,Dpppaa,340,,muscle,Embryonic body wall muscle.,,
m2R,ABarapaapa,ABarapaapaa,340,,muscle,Pharyngeal muscle cell.,,
mu bod,Dappa,Dappaa,340,,muscle,Embryonic body wall muscle.,,
mu bod,MSaapppa,MSaapppaa,340,,muscle,Embryonic body wall muscle.,,
ABalpaaapap,ABalpaaapa,ABalpaaapap,342,370,,,,
m2L,ABalpaaapa,ABalpaaapaa,342,,muscle,Pharyngeal muscle cell.,,
ASEL,ABalppppppa,ABalppppppaa,342,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
ABalppppppap,ABalppppppa,ABalppppppap,342,375,,,,
ASJL,ABalppppppp,ABalpppppppa,342,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
AUAL,ABalppppppp,ABalpppppppp,342,,neuron,"Neuron, processes run with amphid neuron dendrites but lack ciliated ending.",,
mu bod,MSpapppa,MSpapppap,345,,muscle,Embryonic body wall muscle.,,
mu bod,MSpapppa,MSpapppaa,345,,muscle,Embryonic body wall muscle.,,
GLRDL,MSaaaaaa,MSaaaaaal,350,,other,"Forms a thin cylindrical sheet between pharynx and neuropil; no chemical synapses, but gap junctions with muscle arms and RME motoneurons, send process to tip of head.",,
GLRDR,MSaaaaaa,MSaaaaaar,350,,other,"Forms a thin cylindrical sheet between pharynx and neuropil; no chemical synapses, but gap junctions with muscle arms and RME motoneurons, send process to tip of head.",,
g1P,MSaaaaapa,MSaaaaapap,350,,gland,Pharyngeal gland cell.,,
I3,MSaaaaapa,MSaaaaapaa,350,,neuron,Anterior sensory pharyngeal interneuron.,,
ASJR,ABpraaapppp,ABpraaappppa,350,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
ABpraaapppap,ABpraaapppa,ABpraaapppap,350,385,,,,
ASER,ABpraaapppa,ABpraaapppaa,350,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
g2L,MSaapapa,MSaapapaa,350,,gland,Pharyngeal gland cell.,,
MSaapapap,MSaapapa,MSaapapap,350,390,,,,
AUAR,ABpraaapppp,ABpraaappppp,350,,neuron,"Neuron, processes run with amphid neuron dendrites but lack ciliated ending.",,
MSpapapap,MSpapapa,MSpapapap,355,385,,,,
g2R,MSpapapa,MSpapapaa,355,,gland,Pharyngeal gland cell.,,
mu bod,Dappp,Dapppa,360,,muscle,Embryonic body wall muscle.,,
mu bod,Dappp,Dapppp,360,,muscle,Embryonic body wall muscle.,,
int1DR,Earaa,Earaad,360,,intestine,,,
int1DL,Ealaa,Ealaad,360,,intestine,,,
int1VR,Earaa,Earaav,360,,intestine,,,
mu bod,Dpppp,Dppppp,360,,muscle,Embryonic body wall muscle.,,
mu bod,Dpppp,Dppppa,360,,muscle,Embryonic body wall muscle.,,
int1VL,Ealaa,Ealaav,360,,intestine,,,
mu bod,MSpapppp,MSpappppa,365,,muscle,Embryonic body wall muscle.,,
mu bod,MSpapppp,MSpappppp,365,,muscle,Embryonic body wall muscle.,,
GLRVR,MSppaaaa,MSppaaaav,370,,other,"Forms a thin cylindrical sheet between pharynx and neuropil; no chemical synapses, but gap junctions with muscle arms and RME motoneurons, send process to tip of head.",,
mu bod,MSaapppp,MSaappppa,370,,muscle,Embryonic body wall muscle.,,
mu bod,MSaapppp,MSaappppp,370,,muscle,Embryonic body wall muscle.,,
GLRR,MSppaaaa,MSppaaaad,370,,other,"Forms a thin cylindrical sheet between pharynx and neuropil; no chemical synapses, but gap junctions with muscle arms and RME motoneurons, send process to tip of head.",,
GLRVL,MSapaaaa,MSapaaaav,370,,other,"Forms a thin cylindrical sheet between pharynx and neuropil; no chemical synapses, but gap junctions with muscle arms and RME motoneurons, send process to tip of head.",,
GLRL,MSapaaaa,MSapaaaad,370,,other,"Forms a thin cylindrical sheet between pharynx and neuropil; no chemical synapses, but gap junctions with muscle arms and RME motoneurons, send process to tip of head.",,
int8L,Eplpp,Eplppa,375,,,Nucleus divides post-embryonically.,,
int9L,Eplpp,Eplppp,375,,,Nucleus divides post-embryonically.,,
int8R,Eprpp,Eprppa,375,,,Nucleus divides post-embryonically.,,
int9R,Eprpp,Eprppp,375,,,Nucleus divides post-embryonically.,,
ASKL,ABalpppappp,ABalpppapppa,375,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
ABalpppapppp,ABalpppappp,ABalpppapppp,375,410,,,,
URXL,ABplaaaaapp,ABplaaaaappp,380,,neuron,"Ring interneuron, non-ciliated ending in head, associated with CEPD in embryo.",,
MSpapaapap,MSpapaapa,MSpapaapap,380,412,,,,
g1AR,MSpapaapa,MSpapaapaa,380,,gland,Pharyngeal gland cell.,,
URXR,ABarpapaapp,ABarpapaappp,380,,neuron,"Ring interneuron, non-ciliated ending in head, associated with CEPD in embryo.",,
CEPDR,ABarpapaapp,ABarpapaappa,380,,neuron,"Neuron of cephalic sensillum, contains dopamine.",,
g1AL,MSaapaapa,MSaapaapaa,380,,gland,Pharyngeal gland cell.,,
MSaapaapap,MSaapaapa,MSaapaapap,380,415,,,,
CEPDL,ABplaaaaapp,ABplaaaaappa,380,,neuron,"Neuron of cephalic sensillum, contains dopamine.",,
ABpraaaapppp,ABpraaaappp,ABpraaaapppp,385,405,,,,
ASKR,ABpraaaappp,ABpraaaapppa,385,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
ABalpappaapp,ABalpappaap,ABalpappaapp,385,415,,,,
I2L,ABalpappaap,ABalpappaapa,385,,neuron,Anterior sensory pharyngeal interneuron.,,
ABarapapaapp,ABarapapaap,ABarapapaapp,385,420,,,,
I2R,ABarapapaap,ABarapapaapa,385,,neuron,Anterior sensory pharyngeal interneuron.,,
ABalapappaap,ABalapappaa,ABalapappaap,390,435,,,,
ABalpapapapa,ABalpapapap,ABalpapapapa,390,420,,,,
SMBDL,ABalpapapap,ABalpapapapp,390,,neuron,"Ring motoneuron/interneuron, has posteriorly directed process that runs sublaterally.",,
IL1DL,ABalapappaa,ABalapappaaa,390,,neuron,"Neuron of inner labial sensilla, ciliated ending with striated rootlets, synapse directly onto muscle cells.",,
ABalappppaap,ABalappppaa,ABalappppaap,390,435,,,,
IL1DR,ABalappppaa,ABalappppaaa,390,,neuron,"Neuron of inner labial sensilla, ciliated ending with striated rootlets, synapse directly onto muscle cells.",,
ABpraapapppp,ABpraapappp,ABpraapapppp,395,425,,,,
ASIR,ABpraapappp,ABpraapapppa,395,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
ABprapappppa,ABprapapppp,ABprapappppa,395,,,,,
ABprapappppp,ABprapapppp,ABprapappppp,395,425,,,,
IL1L,ABalapaappa,ABalapaappaa,397,,neuron,"Neuron of inner labial sensilla, ciliated ending with striated rootlets, synapse directly onto muscle cells.",,
ABalapaappap,ABalapaappa,ABalapaappap,397,425,,,,
ASIL,ABplaapappp,ABplaapapppa,400,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
CEPVL,ABplpaapppp,ABplpaappppa,400,,neuron,"Neuron of cephalic sensillum, contains dopamine.",,
OLQDR,ABalapppapa,ABalapppapaa,400,,neuron,"Neuron of quadrant outer labial sensilla, ciliated ending with striated rootlets.",,
ABalapppapap,ABalapppapa,ABalapppapap,400,430,,,,
OLQDL,ABalapapapa,ABalapapapaa,400,,neuron,"Neuron of quadrant outer labial sensilla, ciliated ending with striated rootlets.",,
ABalapapapap,ABalapapapa,ABalapapapap,400,430,,,,
ABplpaappppp,ABplpaapppp,ABplpaappppp,400,425,,,,
ABplapappppa,ABplapapppp,ABplapappppa,400,,,,,
ABplapappppp,ABplapapppp,ABplapappppp,400,420,,,,
ABplaapapppp,ABplaapappp,ABplaapapppp,400,420,,,,
SMBDR,ABarappapap,ABarappapapp,405,,neuron,"Ring motoneuron/interneuron, has posteriorly directed process that runs sublaterally.",,
ABpraaapapap,ABpraaapapa,ABpraaapapap,405,440,,,,
OLLR,ABpraaapapa,ABpraaapapaa,405,,neuron,"Neuron of outer labial sensilla, ciliated ending.",,
PHBL,ABplapppapp,ABplapppappp,405,,neuron,"Phasmid neuron, ciliated ending, probably chemosensory, similar to amphids but situated in tail, take up FITC.",,
PHBR,ABprapppapp,ABprapppappp,405,,neuron,"Phasmid neuron, ciliated ending, probably chemosensory, similar to amphids but situated in tail, take up FITC.",,
HSNR,ABprapppapp,ABprapppappa,405,,neuron,"Hermaphrodite specific motoneuron (die in male embryo), innervate vulval muscle, contains serotonin.",,
ABarappapapa,ABarappapap,ABarappapapa,405,425,,,,
HSNL,ABplapppapp,ABplapppappa,405,,neuron,"Hermaphrodite specific motoneuron (die in male embryo), innervate vulval muscle, contains serotonin.",,
RICL,ABplppaaaap,ABplppaaaapp,408,,neuron,Ring interneuron.,,
ABplppaaaapa,ABplppaaaap,ABplppaaaapa,408,430,,,,
ABprpaaappap,ABprpaaappa,ABprpaaappap,408,435,,,,
OLQVR,ABprpaaappa,ABprpaaappaa,408,,neuron,"Neuron of quadrant outer labial sensilla, ciliated ending with striated rootlets.",,
CEPVR,ABprpaapppp,ABprpaappppa,408,,neuron,"Neuron of cephalic sensillum, contains dopamine.",,
ABprpaappppp,ABprpaapppp,ABprpaappppp,408,440,,,,
IL1VL,ABalppapppa,ABalppapppaa,410,,neuron,"Neuron of inner labial sensilla, ciliated ending with striated rootlets, synapse directly onto muscle cells.",,
IL1R,ABalaappppa,ABalaappppaa,410,,neuron,"Neuron of inner labial sensilla, ciliated ending with striated rootlets, synapse directly onto muscle cells.",,
OLLL,ABalppppapa,ABalppppapaa,410,,neuron,"Neuron of outer labial sensilla, ciliated ending.",,
ABalaappppap,ABalaappppa,ABalaappppap,410,435,,,,
ABalppapppap,ABalppapppa,ABalppapppap,410,440,,,,
ABalppppapap,ABalppppapa,ABalppppapap,410,440,,,,
RICR,ABprppaaaap,ABprppaaaapp,415,,neuron,Ring interneuron.,,
int9Ra,int9R,Eprpppa,415,,intestine,"Birth time data wasn't found, so displayed time is just a guess.",,
NSMR,ABaraapppaa,ABaraapppaav,415,,neuron,"Pharyngeal neurosecretory motoneuron, contains serotonin.",,
RIFL,ABplppapaaa,ABplppapaaap,415,,neuron,Ring interneuron.,,
SABVL,ABplppapaaa,ABplppapaaaa,415,,neuron,"Ring interneuron, has anteriorly directed process that runs sublaterally, synapses to anterior ventral body muscles in L1.",,
NSML,ABaraapapaa,ABaraapapaav,415,,neuron,"Pharyngeal neurosecretory motoneuron, contains serotonin.",,
ABaraapapaad,ABaraapapaa,ABaraapapaad,415,440,,,,
ABprppaaaapa,ABprppaaaap,ABprppaaaapa,415,440,,,,
int8Rp,int8R,Eprppap,415,,intestine,"Birth time data wasn't found, so displayed time is just a guess.",,
ABaraapppaad,ABaraapppaa,ABaraapppaad,415,440,,,,
int8Lp,int8L,Eplppap,415,,intestine,"Birth time data wasn't found, so displayed time is just a guess.",,
int8Ra,int8R,Eprppaa,415,,intestine,"Birth time data wasn't found, so displayed time is just a guess.",,
ABplpaaappap,ABplpaaappa,ABplpaaappap,415,450,,,,
OLQVL,ABplpaaappa,ABplpaaappaa,415,,neuron,"Neuron of quadrant outer labial sensilla, ciliated ending with striated rootlets.",,
RIFR,ABprppapaaa,ABprppapaaap,415,,neuron,Ring interneuron.,,
SABVR,ABprppapaaa,ABprppapaaaa,415,,neuron,"Ring interneuron, has anteriorly directed process that runs sublaterally, synapses to anterior ventral body muscles in L1.",,
int8La,int8L,Eplppaa,415,,intestine,"Birth time data wasn't found, so displayed time is just a guess.",,
int9La,int9L,Eplpppa,415,,intestine,"Birth time data wasn't found, so displayed time is just a guess.",,
int9Lp,int9L,Eplpppp,415,,intestine,"Birth time data wasn't found, so displayed time is just a guess.",,
int9Rp,int9R,Eprpppp,415,,intestine,"Birth time data wasn't found, so displayed time is just a guess.",,
ADAL,ABplapaaaap,ABplapaaaapp,425,,neuron,Ring interneuron.,,
AIZL,ABplapaaapa,ABplapaaapav,425,,neuron,Amphid interneuron.,,
ADEL,ABplapaaaap,ABplapaaaapa,425,,neuron,"Anterior deirid, sensory receptors in lateral alae, contain dopamine.",,
ADER,ABprapaaaap,ABprapaaaapa,425,,neuron,"Anterior deirid, sensory receptors in lateral alae, contain dopamine.",,
AIZR,ABprapaaapa,ABprapaaapav,425,,neuron,Amphid interneuron.,,
ADAR,ABprapaaaap,ABprapaaaapp,425,,neuron,Ring interneuron.,,
FLPL,ABplapaaapa,ABplapaaapad,425,,neuron,"Neuron, ciliated ending in head, not part of a sensillum, associated with ILso.",,
FLPR,ABprapaaapa,ABprapaaapad,425,,neuron,"Neuron, ciliated ending in head, not part of a sensillum, associated with ILso.",,
ALML,ABarppaapp,ABarppaappa,435,,neuron,"Anterior lateral microtubule cell, touch receptor neuron.",,
BDUL,ABarppaapp,ABarppaappp,435,,neuron,"Neuron, process runs along excretory canal and also in nerve ring, unique darkly staining synaptic vesicles.",,
ALMR,ABarpppapp,ABarpppappa,435,,neuron,"Anterior lateral microtubule cell, touch receptor neuron.",,
LUAR,ABprpppaapa,ABprpppaapap,435,,neuron,"Interneuron, short process in posterior end of ventral cord.",,
BDUR,ABarpppapp,ABarpppappp,435,,neuron,"Neuron, process runs along excretory canal and also in nerve ring, unique darkly staining synaptic vesicles.",,
PVCR,ABprpppaapa,ABprpppaapaa,435,,neuron,"Ventral cord interneuron, cell body in lumbar ganglion, synapses onto VB and DB motoneurons; formerly called delta.",,
ccPL,MSapapaa,MSapapaap,440,,coelomocyte,Embryonic coelomocyte.,,
ccAL,MSapapaa,MSapapaaa,440,,coelomocyte,Embryonic coelomocyte.,,
ccPR,MSppapaa,MSppapaap,440,,coelomocyte,Embryonic coelomocyte.,,
ccAR,MSppapaa,MSppapaaa,440,,coelomocyte,Embryonic coelomocyte.,,
PLMR,ABprapappppa,ABprapappppaa,475,,neuron,"Posterior lateral microtubule cell, touch receptor neuron.",,
ALNR,ABprapappppa,ABprapappppap,475,,neuron,"Neuron associated with ALM, send processes into tailspike.",,
ALNL,ABplapappppa,ABplapappppap,485,,neuron,"Neuron associated with ALM, send processes into tailspike.",,
PLML,ABplapappppa,ABplapappppaa,485,,neuron,"Posterior lateral microtubule cell, touch receptor neuron.",,
QR,ABprapapaa,ABprapapaaa,730,,,"Postembryonic neuroblast, migrates posteriorly.",,
V5R,ABprapapaa,ABprapapaap,730,,hypoderm,"Seam hypodermal cell, postembryonic blast cell.",,
V5L,ABplapapaa,ABplapapaap,735,,hypoderm,"Seam hypodermal cell, postembryonic blast cell.",,
QL,ABplapapaa,ABplapapaaa,735,,,"Postembryonic neuroblast, migrates anteriorly.",,
QLp,QL,QLp,980,,,,,
QLa,QL,QLa,980,,,,,
QRp,QR,QRp,980,,,,,
QRa,QR,QRa,980,,,,,
hyp7,V3L,V3La,1100,,hypoderm,Postembryonic large hypodermal syncytium.,,
V4Lp,V4L,V4Lp,1100,,,,,
hyp7,V4L,V4La,1100,,hypoderm,Postembryonic large hypodermal syncytium.,,
V3Lp,V3L,V3Lp,1100,,,,,
hyp7,V4R,V4Ra,1100,,hypoderm,Postembryonic large hypodermal syncytium.,,
V4Rp,V4R,V4Rp,1100,,,,,
hyp7,V3R,V3Ra,1100,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V5L,V5La,1100,,hypoderm,Postembryonic large hypodermal syncytium.,,
V3Rp,V3R,V3Rp,1100,,,,,
hyp7,V5R,V5Ra,1100,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V1L,V1La,1100,,hypoderm,Postembryonic large hypodermal syncytium.,,
V1Lp,V1L,V1Lp,1100,,,,,
hyp7,V1R,V1Ra,1100,,hypoderm,Postembryonic large hypodermal syncytium.,,
V1Rp,V1R,V1Rp,1100,,,,,
V5Lp,V5L,V5Lp,1100,,,,,
hyp7,V2L,V2La,1100,,hypoderm,Postembryonic large hypodermal syncytium.,,
V5Rp,V5R,V5Rp,1100,,,,,
hyp7,V2R,V2Ra,1100,,hypoderm,Postembryonic large hypodermal syncytium.,,
V2Rp,V2R,V2Rp,1100,,,,,
V2Lp,V2L,V2Lp,1100,,,,,
V6Rp,V6R,V6Rp,1106,,,,,
V6Lp,V6L,V6Lp,1106,,,,,
hyp7,V6L,V6La,1106,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V6R,V6Ra,1106,,hypoderm,Postembryonic large hypodermal syncytium.,,
TRa,TR,TRa,1112,,,,,
TLa,TL,TLa,1112,,,,,
TLp,TL,TLp,1112,,,,,
TRp,TR,TRp,1112,,,,,
QLpp,QLp,QLpp,1160,1340,,,,
QRpp,QRp,QRpp,1160,1340,,,,
QLpa,QLp,QLpa,1160,,,,,
QRpa,QRp,QRpa,1160,,,,,
AQR,QRa,QRap,1160,,neuron,"Neuron, rudimentary cilium, projects into ring.",,
QRaa,QRa,QRaa,1160,1280,,,,
QLaa,QLa,QLaa,1160,1280,,,,
PQR,QLa,QLap,1160,,neuron,"Neuron, rudimentary cilium, projects into preanal ganglion.",,
Md,M,Md,1190,,,,,
Mv,M,Mv,1190,,,,,
H2Rp,H2R,H2Rp,1220,,,,,
TLap,TLa,TLap,1220,,,,,
hyp7,TLa,TLaa,1220,,hypoderm,Postembryonic large hypodermal syncytium.,,
TRap,TRa,TRap,1220,,,,,
hyp7,TRa,TRaa,1220,,hypoderm,Postembryonic large hypodermal syncytium.,,
H2Ra,H2R,H2Ra,1220,,,,,
Wa,W,Wa,1220,,,,,
H2Lp,H2L,H2Lp,1220,,,,,
Wp,W,Wp,1220,,,,,
H2La,H2L,H2La,1220,,,,,
TRpp,TRp,TRpp,1226,,,,,
TLpa,TLp,TLpa,1226,,,,,
TLpp,TLp,TLpp,1226,,,,,
TRpa,TRp,TRpa,1226,,,,,
hyp7,H1L,H1Lp,1250,,hypoderm,Postembryonic large hypodermal syncytium.,,
H1Ra,H1R,H1Ra,1250,,,,,
H1La,H1L,H1La,1250,,,,,
hyp7,H1R,H1Rp,1250,,hypoderm,Postembryonic large hypodermal syncytium.,,
SDQR,QRpa,QRpap,1280,,neuron,"Anterior lateral interneuron, process projects into ring.",,
PVM,QLpa,QLpaa,1280,,neuron,"Posterior ventral microtubule cell, touch receptor.",,
Mvr,Mv,Mvr,1280,,,,,
hyp7,P1,P1p,1280,,hypoderm,Postembryonic large hypodermal syncytium.,,
SDQL,QLpa,QLpap,1280,,neuron,"Posterior lateral interneuron, process projects into ring.",,
AVM,QRpa,QRpaa,1280,,neuron,"Anterior ventral microtubule cell, touch receptor.",,
Z1p,Z1,Z1p,1280,,,,,
P1a,P1,P1a,1280,,,,,
Z1a,Z1,Z1a,1280,,,,,
